transaction_id,user_id,transaction_amount,transaction_type,timestamp,sender_balance_before,sender_balance_after,receiver_id,is_new_receiver,device_id,is_new_device,latitude,longitude,distance_from_usual_location,ip_address,is_new_ip,transactions_last_1_hour,transactions_last_24_hours,average_transaction_amount,amount_deviation_ratio,failed_transaction_count,qr_transaction,merchant_id,merchant_category,merchant_risk_score,account_age_days,fraud_scenario,is_fraud
TXN7BDEE7A0,USER5530,6535.54,QR,2026-06-09 04:01:42.410728,76180.9,69645.36,USER7175,0,DEV8963,1,18.601291,73.874902,7.12,33.230.236.194,0,2,7,2898.59,2.25,1,1,MER2314,Fuel,0.11,1319,LEGITIMATE,0
TXNA2A53D9A,USER7424,1283.04,P2M,2026-07-21 15:29:42.395355,15566.92,14283.88,USER9048,0,DEV8459,0,18.616355,73.931237,14.93,210.21.237.34,1,0,20,1406.68,0.91,0,0,MER8798,Travel,0.19,791,LEGITIMATE,0
TXNC7F48D48,USER8467,7316.06,QR,2026-06-26 06:01:42.386878,88264.94,80948.88,USER1814,1,DEV1409,1,18.513567,73.705567,19.21,67.122.86.14,1,0,7,4930.76,1.48,1,1,MER8298,Utilities,0.22,1747,LEGITIMATE,0
TXN1A5B2E2A,USER5546,848.37,P2M,2026-06-15 08:08:42.433840,23409.96,22561.59,USER7935,1,DEV5253,0,18.628502,73.78988,10.25,244.14.159.130,0,1,12,961.16,0.88,1,0,MER9701,Utilities,0.14,1738,LEGITIMATE,0
TXN51820658,USER2145,9425.92,P2M,2026-06-05 00:38:42.404270,73212.89,63786.97,USER4546,0,DEV4109,0,18.479051,73.922683,11.87,103.10.165.206,0,0,2,1119.24,8.42,1,0,MER3066,Travel,0.16,582,LEGITIMATE,0
TXN755E72C5,USER2599,6536.28,QR,2026-06-25 05:41:42.391574,75237.05,68700.77,USER3629,0,DEV6972,0,18.520832,73.923951,5.69,140.15.211.162,0,3,13,2192.26,2.98,0,1,MER3799,Fuel,0.06,1429,LEGITIMATE,0
TXN488DE60F,USER5884,5594.63,P2P,2026-07-19 00:25:42.434599,76858.34,71263.71,USER9237,0,DEV6707,1,18.429332,73.941588,2.32,214.160.232.146,0,2,1,3109.44,1.8,1,0,MER2652,Utilities,0.06,569,LEGITIMATE,0
TXNA386967D,USER9209,178856.42,P2P,2026-08-06 09:05:42.438936,41566.72,34878.51,USER5230,1,DEV8102,1,18.546378,73.718793,634.97,192.69.179.43,1,6,19,2190.72,3.05,2,0,MER9465,Entertainment,0.23,1203,ACCOUNT_TAKEOVER,1
TXN4DCA3D06,USER8170,1169.68,P2M,2026-06-23 09:45:42.397152,29969.57,28799.89,USER8490,0,DEV7520,1,18.443816,73.892395,7.61,75.59.197.240,0,3,6,2368.5,0.49,0,0,MER1191,Fuel,0.28,1180,LEGITIMATE,0
TXN5A90C18D,USER3057,9400.71,QR,2026-06-14 02:12:42.411572,77365.06,67964.35,USER5407,1,DEV8874,0,18.546208,73.736669,5.6,115.133.19.248,0,3,15,3168.57,2.97,0,1,MER3162,Fuel,0.27,1645,LEGITIMATE,0
TXN64246B0A,USER3587,242.14,QR,2026-08-03 15:34:42.412932,25057.04,24814.9,USER2475,0,DEV9230,0,18.577204,73.97741,9.83,26.52.180.189,0,3,14,1167.19,0.21,1,1,MER9491,Travel,0.06,690,LEGITIMATE,0
TXNDB8172AE,USER6564,7632.35,QR,2026-07-15 07:53:42.385740,46365.26,38732.91,USER9996,0,DEV4679,1,18.552833,73.905002,16.3,179.235.106.160,1,1,19,2426.22,3.15,0,1,MER5641,Restaurant,0.11,535,LEGITIMATE,0
TXN6FE59F48,USER6824,8479.8,P2P,2026-08-02 20:22:42.421350,49902.01,41422.21,USER9570,0,DEV8509,0,18.417801,73.70206,18.99,228.132.157.155,0,0,2,1011.59,8.38,1,0,MER2838,Shopping,0.28,1677,LEGITIMATE,0
TXN5A26861B,USER3858,1884.59,QR,2026-06-18 14:44:42.387869,71499.38,69614.79,USER1589,0,DEV5442,0,18.513206,73.741771,11.42,10.11.149.68,0,1,4,3188.3,0.59,0,1,MER9225,Travel,0.18,236,LEGITIMATE,0
TXN7AD40305,USER5340,139.94,P2M,2026-07-10 10:13:42.427318,50190.25,50050.31,USER7286,0,DEV2823,0,18.600128,73.758594,10.2,87.159.198.1,0,3,9,1592.15,0.09,1,0,MER8169,Grocery,0.12,660,LEGITIMATE,0
TXN1514536A,USER2235,52312.2,QR,2026-06-25 05:33:42.438981,67000.67,61217.6,USER2663,0,DEV8305,0,18.61507,73.887264,19.41,30.4.187.179,0,4,11,1500.4,3.85,7,1,MER3911,Travel,0.07,721,FAILED_ATTEMPTS,1
TXN949F1076,USER2163,5527.71,QR,2026-06-25 02:04:42.391314,65871.54,60343.83,USER6165,0,DEV3178,1,18.591671,73.941871,15.87,157.245.45.231,0,1,16,3512.92,1.57,1,1,MER4916,Entertainment,0.1,656,LEGITIMATE,0
TXNCFEA9A0D,USER9834,1777.52,P2M,2026-06-11 23:48:42.421388,85739.18,83961.66,USER4449,0,DEV2967,0,18.43935,73.97538,16.39,210.20.193.9,0,4,6,1399.27,1.27,0,0,MER3010,Utilities,0.2,1602,LEGITIMATE,0
TXN4037C903,USER5749,6218.11,P2M,2026-06-14 14:09:42.417377,82264.38,76046.27,USER1186,0,DEV8551,0,18.440911,73.909872,16.96,102.202.177.31,0,2,16,1667.93,3.73,1,0,MER9755,Entertainment,0.29,1950,LEGITIMATE,0
TXN2B5D24B2,USER3576,1761.35,P2M,2026-07-10 04:07:42.392459,25673.37,23912.02,USER6048,0,DEV8962,0,18.487729,73.722686,12.66,38.121.238.130,0,3,18,3048.32,0.58,0,0,MER5645,Travel,0.17,516,LEGITIMATE,0
TXNC3333641,USER9031,5299.13,QR,2026-08-07 13:18:42.390841,68590.82,63291.69,USER3702,0,DEV4507,0,18.410341,73.793975,12.02,156.92.203.108,0,3,3,4028.21,1.32,0,1,MER6339,Restaurant,0.1,760,LEGITIMATE,0
TXNAA7D523E,USER5089,5505.92,P2M,2026-07-27 21:43:42.395773,75399.32,69893.4,USER4126,0,DEV7123,0,18.437019,73.739512,11.85,154.192.32.215,0,1,5,3636.08,1.51,1,0,MER3601,Entertainment,0.14,1258,LEGITIMATE,0
TXN428BEC9B,USER2936,1866.36,P2P,2026-07-24 22:25:42.420532,35443.01,33576.65,USER4307,1,DEV6951,0,18.431831,73.933897,14.73,176.14.64.18,0,1,12,2239.49,0.83,1,0,MER8583,Utilities,0.17,1262,LEGITIMATE,0
TXNCA6018A6,USER4571,4900.94,QR,2026-07-23 06:27:42.406505,43675.23,38774.29,USER1361,1,DEV8748,0,18.509026,73.811502,8.62,188.115.241.139,0,1,4,682.91,7.18,1,1,MER2579,Fuel,0.11,261,LEGITIMATE,0
TXN3C0CEB6B,USER5364,8590.39,P2M,2026-06-21 12:51:42.390091,21169.95,12579.56,USER5367,1,DEV9655,1,18.486774,73.94614,2.34,30.73.253.126,0,0,17,1583.97,5.42,0,0,MER6193,Grocery,0.24,145,LEGITIMATE,0
TXN3D647559,USER1563,5370.07,P2M,2026-07-14 18:34:42.430636,55777.77,50407.7,USER6802,0,DEV1838,0,18.471981,73.810867,10.15,182.170.69.127,0,3,9,3166.5,1.7,0,0,MER7561,Utilities,0.03,302,LEGITIMATE,0
TXNE2F6F70B,USER2017,69654.94,P2P,2026-06-10 06:50:42.439844,35290.62,32229.28,USER1414,0,DEV7975,1,18.511083,73.827173,416.88,118.148.112.191,0,4,5,4483.59,0.68,1,0,MER3421,Entertainment,0.22,1038,NEW_LOCATION,1
TXN69F274DA,USER7323,8075.55,P2P,2026-06-04 10:52:42.416606,76081.5,68005.95,USER9779,0,DEV1692,0,18.512628,73.995926,6.97,249.211.180.84,0,3,14,4444.86,1.82,1,0,MER5981,Entertainment,0.22,1139,LEGITIMATE,0
TXNBBC49825,USER9257,9592.86,QR,2026-06-03 23:55:42.424986,31577.81,21984.95,USER5188,0,DEV5644,0,18.628156,73.768366,16.42,35.74.153.75,1,4,18,3788.05,2.53,1,1,MER8731,Utilities,0.05,995,LEGITIMATE,0
TXNABD13040,USER3516,6246.0,QR,2026-07-16 21:24:42.412888,43540.22,37294.22,USER5558,0,DEV2382,1,18.419388,73.956301,8.96,26.218.120.8,0,4,12,4221.86,1.48,0,1,MER9059,Utilities,0.02,1072,LEGITIMATE,0
TXN3CE94665,USER5463,41070.96,P2M,2026-06-08 11:46:42.435996,96100.98,92097.36,USER3460,0,DEV4043,0,18.648816,73.889388,14.28,190.93.109.24,0,11,32,3940.81,1.02,1,0,MER5324,Fuel,0.08,41,HIGH_VELOCITY,1
TXN086770C4,USER9090,6490.98,P2M,2026-06-28 22:21:42.394388,40910.8,34419.82,USER1461,1,DEV8652,0,18.545406,73.72911,5.14,182.38.208.89,0,3,17,1091.01,5.95,0,0,MER5999,Entertainment,0.0,1532,LEGITIMATE,0
TXN6C3A1B32,USER1807,2770.0,P2P,2026-06-13 13:41:42.384886,10866.89,8096.89,USER8234,0,DEV4284,0,18.405809,73.818865,6.25,201.3.35.246,0,1,19,1181.25,2.34,0,0,MER1419,Fuel,0.19,1488,LEGITIMATE,0
TXN764ACDAF,USER1358,2779.35,P2P,2026-07-03 23:14:42.381603,86957.91,84178.56,USER2281,0,DEV8893,0,18.425012,73.802621,13.2,20.139.45.131,0,4,15,735.86,3.78,1,0,MER5985,Grocery,0.13,1111,LEGITIMATE,0
TXN8A113920,USER1389,7928.99,P2M,2026-06-11 05:48:42.422808,45433.96,37504.97,USER7084,1,DEV9574,1,18.419006,73.827947,19.93,69.193.170.188,0,0,7,3914.17,2.03,1,0,MER6810,Travel,0.06,223,LEGITIMATE,0
TXN42464F12,USER2108,8114.57,QR,2026-08-04 13:02:42.409693,32975.66,24861.09,USER6012,1,DEV2844,0,18.601064,73.921696,3.33,95.219.216.56,0,1,15,2890.98,2.81,0,1,MER6583,Fuel,0.09,825,LEGITIMATE,0
TXN32B4B2DF,USER1883,2700.81,P2P,2026-07-10 04:23:42.398088,50829.57,48128.76,USER6802,0,DEV3708,0,18.537135,73.865838,12.62,31.171.16.110,1,2,2,1947.28,1.39,1,0,MER6035,Entertainment,0.13,94,LEGITIMATE,0
TXN0FDC5615,USER5246,613.94,QR,2026-07-28 15:40:42.424224,89587.96,88974.02,USER9936,0,DEV6168,1,18.410501,73.92461,10.83,15.189.135.185,0,2,20,3761.47,0.16,1,1,MER7423,Restaurant,0.24,643,LEGITIMATE,0
TXN5798ABBE,USER6523,1388.05,QR,2026-07-23 08:47:42.389612,88593.32,87205.27,USER5662,0,DEV4125,1,18.499109,73.946726,11.03,26.240.130.103,0,1,2,3077.82,0.45,1,1,MER4102,Entertainment,0.1,231,LEGITIMATE,0
TXN34B46C2D,USER5329,6530.59,P2P,2026-06-19 22:30:42.430864,13307.29,6776.7,USER7086,1,DEV2920,0,18.555827,73.837499,15.93,228.178.35.148,0,0,3,1324.54,4.93,0,0,MER1806,Shopping,0.13,370,LEGITIMATE,0
TXN184F4393,USER6816,56767.75,P2P,2026-06-02 06:11:42.435529,97098.91,88491.09,USER6489,0,DEV8891,0,18.564052,73.850489,789.24,202.19.11.145,0,3,15,4212.55,2.04,1,0,MER3395,Utilities,0.22,435,NEW_LOCATION,1
TXN9733DF16,USER7209,5696.23,QR,2026-08-03 22:19:42.389866,76899.72,71203.49,USER1613,1,DEV3938,0,18.559824,73.9565,15.18,30.109.48.208,0,2,7,4179.19,1.36,1,1,MER7311,Grocery,0.05,1694,LEGITIMATE,0
TXN828E25B6,USER8428,6593.22,QR,2026-07-12 18:11:42.398394,73426.94,66833.72,USER9857,0,DEV1448,1,18.507543,73.753525,14.05,175.102.11.198,0,3,2,3845.95,1.71,0,1,MER5657,Shopping,0.12,1324,LEGITIMATE,0
TXNC2290BFB,USER3007,5145.96,QR,2026-06-08 23:42:42.433327,45488.96,40343.0,USER1833,0,DEV1816,1,18.648287,73.894739,3.46,27.171.160.195,1,2,2,2801.36,1.84,1,1,MER8909,Restaurant,0.07,383,LEGITIMATE,0
TXN9E78A4E2,USER6057,8730.9,P2M,2026-07-08 19:13:42.426708,39263.42,30532.52,USER6843,1,DEV4731,0,18.517423,73.964365,7.74,52.152.231.140,0,0,14,3034.41,2.88,0,0,MER1728,Travel,0.2,1634,LEGITIMATE,0
TXN4BDF1D9C,USER6789,7932.38,P2M,2026-07-18 04:40:42.395815,69942.65,62010.27,USER9022,0,DEV3115,0,18.576445,73.921178,8.81,98.99.58.165,0,4,4,4278.24,1.85,0,0,MER3119,Travel,0.01,861,LEGITIMATE,0
TXNC658F23C,USER3844,3768.55,P2P,2026-06-29 20:00:42.402783,83188.41,79419.86,USER3137,0,DEV6986,1,18.639582,73.829661,15.65,27.40.86.147,0,2,8,1115.62,3.38,0,0,MER6201,Entertainment,0.03,352,LEGITIMATE,0
TXNFBB40C67,USER8558,128270.64,P2M,2026-07-24 12:43:42.435722,14610.11,8776.33,USER2096,0,DEV2435,0,18.507062,73.988838,5.34,247.107.239.147,1,0,16,1291.25,4.52,0,0,MER5242,Grocery,0.9,971,MERCHANT_FRAUD,1
TXN0646E47F,USER2418,2190.44,P2P,2026-08-06 19:02:42.403899,52850.84,50660.4,USER5996,0,DEV6216,0,18.41078,73.905035,0.16,142.129.181.207,0,3,18,4109.5,0.53,0,0,MER3928,Restaurant,0.24,659,LEGITIMATE,0
TXN5A7A7234,USER9808,7981.06,QR,2026-07-02 22:39:42.415086,17773.87,9792.81,USER8220,0,DEV6172,0,18.482043,73.817661,7.69,58.70.148.114,0,1,10,4720.68,1.69,1,1,MER6775,Travel,0.1,328,LEGITIMATE,0
TXN03329024,USER8317,6156.86,P2P,2026-06-30 03:17:42.415299,11780.52,5623.66,USER5645,0,DEV5506,0,18.435742,73.727025,13.53,202.80.27.29,0,4,11,3780.74,1.63,0,0,MER3402,Grocery,0.19,1533,LEGITIMATE,0
TXN2A414807,USER2397,3957.39,QR,2026-07-01 08:50:42.411620,60544.71,56587.32,USER1864,0,DEV3724,0,18.454787,73.9527,3.08,116.150.50.3,0,0,6,4463.23,0.89,1,1,MER3408,Utilities,0.02,578,LEGITIMATE,0
TXNE4BCBBFF,USER3411,6552.2,QR,2026-06-22 02:22:42.395006,97290.3,90738.1,USER2853,0,DEV5794,0,18.632148,73.949457,9.76,245.173.26.55,1,0,12,862.95,7.59,1,1,MER3054,Utilities,0.18,486,LEGITIMATE,0
TXN66A614B1,USER8912,2507.13,P2P,2026-06-12 18:21:42.399047,33851.39,31344.26,USER9042,0,DEV6122,0,18.520905,73.844252,16.52,172.154.122.41,0,2,3,1566.82,1.6,0,0,MER9780,Travel,0.01,138,LEGITIMATE,0
TXNFCB6D084,USER6806,1781.03,P2P,2026-06-11 20:37:42.424822,48539.39,46758.36,USER2237,0,DEV6587,1,18.47053,73.829837,18.05,224.114.73.60,0,2,19,1966.08,0.91,0,0,MER8449,Fuel,0.08,436,LEGITIMATE,0
TXN0E63CB07,USER5800,7869.81,P2M,2026-08-06 12:33:42.381336,47429.18,39559.37,USER1017,0,DEV7271,0,18.563157,73.920895,14.34,217.215.33.166,0,0,17,4156.51,1.89,0,0,MER4733,Entertainment,0.22,579,LEGITIMATE,0
TXN7811C4FD,USER8497,7676.6,QR,2026-06-03 18:28:42.403338,47080.63,39404.03,USER8781,0,DEV4258,1,18.45971,73.703635,9.55,46.237.252.5,0,0,10,1792.04,4.28,0,1,MER3965,Fuel,0.15,217,LEGITIMATE,0
TXNBA006502,USER1440,4798.34,P2P,2026-07-25 13:54:42.410058,99751.33,94952.99,USER1254,0,DEV4863,0,18.45905,73.741295,18.55,49.69.64.129,0,2,18,4924.69,0.97,1,0,MER6746,Fuel,0.13,1123,LEGITIMATE,0
TXNEC959534,USER7752,5977.93,P2M,2026-08-02 19:27:42.409837,37909.85,31931.92,USER5253,0,DEV3927,0,18.55792,73.898179,13.35,197.174.148.83,1,4,12,4025.68,1.48,0,0,MER8198,Travel,0.01,467,LEGITIMATE,0
TXN79B6C657,USER5951,4174.27,P2M,2026-07-16 17:28:42.385877,50756.3,46582.03,USER7672,0,DEV4778,0,18.451457,73.801527,0.77,165.0.137.15,0,3,4,1528.05,2.73,0,0,MER8227,Shopping,0.22,1857,LEGITIMATE,0
TXN2DC97F6A,USER2265,63219.89,P2M,2026-07-18 01:43:42.436920,43525.47,36356.56,USER4645,0,DEV6706,0,18.530157,73.999244,16.98,254.124.109.68,1,11,46,3795.21,1.89,1,0,MER7827,Shopping,0.01,141,HIGH_VELOCITY,1
TXN2E6A7983,USER6037,418.17,QR,2026-07-23 06:10:42.400980,49845.9,49427.73,USER2472,1,DEV5373,1,18.63288,73.996198,10.13,168.127.184.218,0,1,3,4174.82,0.1,1,1,MER9534,Entertainment,0.22,915,LEGITIMATE,0
TXN678395F6,USER6994,682.59,P2M,2026-06-12 12:44:42.431632,84482.05,83799.46,USER1983,0,DEV6052,0,18.553164,73.847785,11.43,101.197.95.86,0,1,15,2930.48,0.23,0,0,MER2062,Shopping,0.0,1228,LEGITIMATE,0
TXNB779DCAE,USER2745,8351.32,P2M,2026-07-09 00:54:42.381083,41709.66,33358.34,USER2004,1,DEV5115,0,18.60201,73.875945,6.16,94.250.176.235,1,4,20,1350.68,6.18,1,0,MER9612,Shopping,0.24,233,LEGITIMATE,0
TXN18E487DF,USER7286,9851.81,P2P,2026-07-24 03:31:42.404169,94261.54,84409.73,USER1653,1,DEV3166,0,18.607995,73.834142,8.16,10.74.251.137,0,2,8,4255.59,2.32,0,0,MER2906,Entertainment,0.28,1590,LEGITIMATE,0
TXN95CC896A,USER2943,1921.3,QR,2026-06-07 13:30:42.426960,42342.89,40421.59,USER5322,1,DEV9110,1,18.645776,73.967782,5.93,208.81.249.18,0,0,2,1033.51,1.86,1,1,MER9040,Restaurant,0.15,1707,LEGITIMATE,0
TXN9569C878,USER2450,5191.58,QR,2026-06-26 04:05:42.412345,10197.2,5005.62,USER6465,0,DEV5336,1,18.64305,73.946979,14.35,177.24.214.255,0,0,9,3095.55,1.68,1,1,MER5048,Grocery,0.14,1025,LEGITIMATE,0
TXN7027A32B,USER5116,1727.21,P2M,2026-07-30 21:52:42.392178,68175.07,66447.86,USER9629,0,DEV5862,0,18.438338,73.889283,8.43,196.85.4.182,0,4,17,3525.86,0.49,0,0,MER1616,Shopping,0.17,920,LEGITIMATE,0
TXN4C017887,USER8127,2207.44,P2M,2026-06-29 19:39:42.408839,36607.64,34400.2,USER6882,1,DEV2472,0,18.424687,73.852575,8.58,191.128.111.19,0,2,12,1570.31,1.41,1,0,MER4069,Restaurant,0.14,1493,LEGITIMATE,0
TXN28CC8AC2,USER2038,2582.24,P2P,2026-06-03 10:54:42.411845,48840.08,46257.84,USER2301,0,DEV6896,0,18.582767,73.796206,16.82,127.1.20.225,0,0,4,1510.04,1.71,1,0,MER9218,Travel,0.07,1319,LEGITIMATE,0
TXN8C1572AD,USER1803,2374.77,QR,2026-07-19 02:15:42.412668,45516.22,43141.45,USER9348,0,DEV8338,0,18.531693,73.882679,18.21,199.164.227.243,0,3,6,3586.6,0.66,1,1,MER1450,Shopping,0.02,1000,LEGITIMATE,0
TXN66F51730,USER9402,3525.59,QR,2026-06-08 23:34:42.417821,21261.14,17735.55,USER5462,0,DEV5222,0,18.532153,73.791165,1.84,94.127.56.156,0,4,13,4112.67,0.86,0,1,MER7299,Restaurant,0.27,1904,LEGITIMATE,0
TXN9DE1AB08,USER7353,9824.33,P2M,2026-07-24 13:53:42.432411,54753.26,44928.93,USER3406,0,DEV3258,0,18.592866,73.83412,5.84,154.233.226.1,1,1,10,2035.38,4.83,1,0,MER1862,Utilities,0.02,926,LEGITIMATE,0
TXND1B84A33,USER2460,7574.38,P2P,2026-07-17 14:57:42.399794,87957.5,80383.12,USER9840,0,DEV6251,1,18.535254,73.731415,11.42,153.62.33.120,1,3,12,2853.88,2.65,0,0,MER6838,Shopping,0.22,759,LEGITIMATE,0
TXND353A66A,USER5185,6493.45,QR,2026-06-12 16:25:42.381193,63734.56,57241.11,USER5879,0,DEV1184,0,18.638473,73.839868,2.13,150.196.164.109,0,2,16,1863.75,3.48,0,1,MER5340,Grocery,0.27,1836,LEGITIMATE,0
TXN5D17225F,USER5571,4914.41,P2P,2026-07-12 03:02:42.411336,72579.79,67665.38,USER9460,0,DEV9273,0,18.577901,73.887155,13.55,215.171.53.190,0,4,18,2124.16,2.31,0,0,MER3635,Fuel,0.19,1815,LEGITIMATE,0
TXN17402714,USER4184,6616.16,P2M,2026-07-05 18:09:42.386583,30160.45,23544.29,USER9319,1,DEV1533,0,18.629614,73.847569,5.35,10.146.29.57,0,2,20,3084.91,2.14,0,0,MER1301,Entertainment,0.21,1293,LEGITIMATE,0
TXN20E1F4C9,USER9477,23525.65,QR,2026-07-05 15:21:42.439163,69002.11,65152.91,USER1524,1,DEV2600,0,18.402789,73.742086,19.51,45.34.227.206,0,2,3,4245.18,0.91,1,1,MER3900,Restaurant,0.8,923,QR_FRAUD,1
TXN835CC8A1,USER5684,1610.85,P2M,2026-06-28 08:14:42.387377,74940.65,73329.8,USER1345,0,DEV5462,0,18.536033,73.702872,1.8,219.106.64.218,1,3,11,3633.9,0.44,0,0,MER4966,Fuel,0.07,902,LEGITIMATE,0
TXN4F6BFDE9,USER9083,5665.28,P2M,2026-08-07 04:14:42.398045,77076.9,71411.62,USER4778,0,DEV9185,0,18.450574,73.726289,18.61,252.182.202.184,1,4,14,3227.3,1.76,0,0,MER2656,Entertainment,0.05,1337,LEGITIMATE,0
TXND62C022D,USER5088,6383.07,P2P,2026-06-29 03:13:42.402872,78886.3,72503.23,USER6791,0,DEV1756,0,18.524965,73.881681,4.3,34.71.243.167,0,2,19,1664.94,3.83,1,0,MER2879,Travel,0.05,1407,LEGITIMATE,0
TXN1735726F,USER8544,46479.45,P2P,2026-07-02 23:06:42.437523,66868.59,60955.22,USER8337,1,DEV5578,1,18.529828,73.997934,8.76,37.231.176.160,0,0,8,1924.03,3.07,7,0,MER9248,Utilities,0.06,196,FAILED_ATTEMPTS,1
TXN40CF1172,USER2246,532.28,QR,2026-08-08 14:07:42.421271,27756.57,27224.29,USER1158,0,DEV7487,0,18.609547,73.955655,10.3,20.170.24.227,1,4,13,1936.22,0.27,1,1,MER1891,Shopping,0.19,1899,LEGITIMATE,0
TXN053D4220,USER9460,2875.87,P2P,2026-06-21 22:12:42.408665,52805.77,49929.9,USER4694,0,DEV3935,0,18.624342,73.762871,4.89,102.0.17.132,0,4,8,1707.94,1.68,1,0,MER1676,Utilities,0.22,1636,LEGITIMATE,0
TXNE1FE9B75,USER9632,9092.48,P2M,2026-06-07 01:46:42.394539,25136.85,16044.37,USER5956,1,DEV9019,0,18.480514,73.929671,17.2,99.43.112.84,1,1,2,2270.66,4.0,0,0,MER1221,Fuel,0.14,278,LEGITIMATE,0
TXNBB052FC9,USER1005,8654.4,QR,2026-06-30 19:41:42.396633,27752.09,19097.69,USER9398,0,DEV9890,0,18.431707,73.792677,17.73,146.249.44.20,0,3,3,1017.3,8.51,0,1,MER4611,Restaurant,0.01,870,LEGITIMATE,0
TXN741D971A,USER6380,7231.44,QR,2026-06-12 21:20:42.435031,72881.79,65650.35,USER6133,0,DEV1093,0,18.522126,73.7275,2.84,40.33.131.211,0,1,4,1849.42,3.91,1,1,MER8598,Travel,0.16,1922,LEGITIMATE,0
TXN43A082AF,USER9463,9471.63,QR,2026-06-05 19:08:42.428938,79252.54,69780.91,USER9396,0,DEV4621,1,18.416134,73.992702,15.76,123.184.228.10,1,2,6,2743.68,3.45,0,1,MER5748,Travel,0.17,1610,LEGITIMATE,0
TXN549DF466,USER8401,7447.17,QR,2026-07-04 08:51:42.387559,90979.03,83531.86,USER6095,0,DEV6006,0,18.544245,73.779361,18.0,8.102.113.233,0,2,17,831.48,8.96,1,1,MER6198,Grocery,0.17,1159,LEGITIMATE,0
TXND7F1FF9E,USER7303,83558.71,P2P,2026-07-22 14:58:42.438103,83125.82,76491.45,USER1552,0,DEV5079,1,18.630283,73.732349,13.13,107.104.138.211,0,0,17,3469.43,1.91,6,0,MER8714,Grocery,0.3,1736,FAILED_ATTEMPTS,1
TXN0CF672D3,USER9042,46059.93,QR,2026-06-24 10:11:42.439440,35568.04,30444.55,USER5115,0,DEV2450,0,18.618925,73.717465,873.21,143.231.74.192,1,3,16,4089.59,1.25,0,1,MER3658,Utilities,0.03,1933,NEW_LOCATION,1
TXN3E4AFD6F,USER4155,3232.85,QR,2026-06-30 16:15:42.428484,80715.72,77482.87,USER5899,0,DEV4168,0,18.411851,73.841199,2.48,154.205.80.20,0,4,3,2125.27,1.52,1,1,MER2572,Grocery,0.06,162,LEGITIMATE,0
TXNBD22C15A,USER2618,8779.25,P2P,2026-06-02 04:20:42.419217,24886.41,16107.16,USER3390,0,DEV2153,0,18.54469,73.847886,17.11,235.159.89.211,0,3,16,1459.66,6.01,1,0,MER2517,Fuel,0.09,1544,LEGITIMATE,0
TXN55AD18F4,USER8220,3474.86,QR,2026-08-04 08:34:42.393056,48568.19,45093.33,USER6737,0,DEV5115,1,18.521783,73.914839,18.87,242.91.128.78,0,3,17,2625.92,1.32,1,1,MER4423,Travel,0.28,320,LEGITIMATE,0
TXN108B4AB1,USER1735,1658.55,P2M,2026-06-30 07:43:42.418958,28128.99,26470.44,USER4760,0,DEV2991,0,18.631663,73.9303,9.95,93.235.99.90,0,3,10,2425.5,0.68,1,0,MER8563,Grocery,0.16,1966,LEGITIMATE,0
TXNBDE39794,USER9038,5561.13,P2M,2026-06-06 18:39:42.422603,83498.15,77937.02,USER5694,1,DEV8863,0,18.604859,73.827254,19.28,182.6.234.85,1,2,18,2485.35,2.24,1,0,MER9337,Shopping,0.14,1073,LEGITIMATE,0
TXNE460A8A5,USER8085,904.8,P2P,2026-07-20 23:34:42.426875,32645.71,31740.91,USER2871,0,DEV7400,1,18.538078,73.809035,17.25,34.144.142.133,1,0,10,4201.71,0.22,0,0,MER5035,Entertainment,0.06,432,LEGITIMATE,0
TXN34390050,USER3974,8454.06,P2P,2026-06-01 03:09:42.391876,93746.77,85292.71,USER5292,0,DEV1139,1,18.406517,73.896167,12.85,11.214.197.216,0,0,3,2401.82,3.52,0,0,MER7547,Fuel,0.06,839,LEGITIMATE,0
TXN9FA2CD53,USER4560,2709.35,P2P,2026-06-14 18:50:42.432984,62030.96,59321.61,USER6077,0,DEV3948,0,18.545554,73.717283,17.66,71.228.56.43,0,3,7,1205.78,2.25,0,0,MER2651,Shopping,0.19,785,LEGITIMATE,0
TXN8925687E,USER7350,5907.18,P2M,2026-07-11 11:27:42.431290,75536.73,69629.55,USER1893,0,DEV9099,1,18.40469,73.950768,7.59,124.171.101.239,0,4,5,1437.42,4.11,1,0,MER1356,Grocery,0.0,822,LEGITIMATE,0
TXN80EFB07F,USER7450,6349.1,P2P,2026-07-03 20:05:42.386539,55042.62,48693.52,USER7783,0,DEV2633,0,18.481948,73.753899,8.99,127.73.43.152,0,2,5,3336.24,1.9,0,0,MER4410,Grocery,0.14,155,LEGITIMATE,0
TXN5083365E,USER1771,2108.72,QR,2026-07-07 09:04:42.423940,77648.89,75540.17,USER5435,1,DEV5166,0,18.426025,73.961318,8.42,67.10.167.159,0,4,6,3646.6,0.58,0,1,MER1742,Utilities,0.04,956,LEGITIMATE,0
TXNF7641C3A,USER9751,2502.53,P2M,2026-06-24 03:44:42.420214,24341.9,21839.37,USER5945,1,DEV1862,1,18.558373,73.896992,8.72,58.181.91.72,1,0,15,4432.53,0.56,1,0,MER2761,Restaurant,0.19,752,LEGITIMATE,0
